"strap_number","term","estimate","std_error","statistic","p_value"
18,"tmin",0.989946095645091,0.0181692368332326,54.4847372914653,1.57443630790731e-176
18,"prcp",0.00251310799541544,0.00213349194695289,1.1779317934641,0.239597582925286
19,"(Intercept)",8.27456853682769,0.237353941638241,34.8617279313576,9.5567487465358e-118
19,"tmin",1.0026944343502,0.016353880040342,61.3123266085317,2.81236529176801e-193
19,"prcp",0.00168529882960466,0.00252381669382429,0.667758016550309,0.504713553371356
20,"(Intercept)",8.66100929018235,0.259785087290703,33.3391318974772,2.1782931646938e-112
20,"tmin",0.97982348759985,0.0177602026311395,55.1696119661323,2.77819304887629e-178
20,"prcp",-0.000848243328041754,0.00210087698548341,-0.403756780574459,0.686629981556894
21,"(Intercept)",8.2638256618404,0.239505525790787,34.5036952051746,1.69376232940768e-116
21,"tmin",0.974949861327917,0.016523308472445,59.00451855352,8.58317038073724e-188
21,"prcp",-0.000493975004130218,0.00188665216107791,-0.261826220180403,0.793604337490709
22,"(Intercept)",8.34892154026617,0.240573129857657,34.7042977958764,3.37636575483259e-117
22,"tmin",0.992268280875708,0.0170186036358625,58.3049174953901,4.27361304422772e-186
22,"prcp",0.00584518545741753,0.00228312192617827,2.56017227568824,0.0108672475007325
23,"(Intercept)",7.84348967005608,0.243050663555441,32.271007020999,1.48612589878936e-108
23,"tmin",1.02688667685189,0.0171028356775071,60.0418957543054,2.79870999192468e-190
23,"prcp",4.68221130582574e-05,0.00206877760959645,0.022632743529833,0.981955695034678
24,"(Intercept)",8.00675413252091,0.210793794639687,37.9838227506031,2.4235887761013e-128
24,"tmin",1.02674701649189,0.0155629004126946,65.9740144359192,7.46033667129289e-204
24,"prcp",-0.0054348965274618,0.00218555039380515,-2.4867404306333,0.0133418885139495
25,"(Intercept)",8.33257597099458,0.230147197292769,36.2054201355089,2.27126894086565e-122
25,"tmin",1.00964367925913,0.0159089850855551,63.4637391278882,3.07168420076915e-198
25,"prcp",-0.00146931291025514,0.00232853003881273,-0.631004490285345,0.528435778450364
26,"(Intercept)",8.17652425324631,0.242515619880303,33.7154541108814,1.00498274007245e-113
26,"tmin",1.02018512912912,0.0169092106058649,60.3331020535799,5.69140408557947e-191
26,"prcp",-0.00861575860239304,0.0026494510048957,-3.25190335147648,0.00125402082200965
27,"(Intercept)",8.31257896883215,0.214210979052793,38.8055691897262,4.79948464811056e-131
27,"tmin",1.01586937548479,0.0152691871884744,66.5306779559031,4.48925481704808e-205
27,"prcp",-0.00751877541684657,0.00166424972044876,-4.51781684230605,8.46998212992618e-06
28,"(Intercept)",7.82470019152061,0.207615692368138,37.6883852191966,2.31718001756668e-127
28,"tmin",1.03524633383174,0.0149653215616091,69.1763507766837,9.27608810117941e-211
28,"prcp",-0.0103971417843319,0.00204662291212906,-5.0801453080167,6.05322348680925e-07
29,"(Intercept)",8.05474720705527,0.206296765745167,39.0444667319948,7.97758346275764e-132
29,"tmin",1.00812105138391,0.01431333952408,70.4322740117989,2.1566390033247e-213
29,"prcp",-0.00405757241877793,0.00175687392427372,-2.30954103348953,0.0214757708621618
30,"(Intercept)",8.10257167826698,0.232572681379369,34.8388797437916,1.14757108611557e-117
30,"tmin",0.99760964027718,0.0166132600330508,60.0489993109428,2.69185270590438e-190
30,"prcp",-0.00207198763128143,0.00221087308015724,-0.937180722800273,0.349290421084011
31,"(Intercept)",7.94804674160518,0.219056849127653,36.2830323418628,1.23635833956842e-122
31,"tmin",0.998502314352724,0.015918581000105,62.7255855497507,1.4920216107505e-196
31,"prcp",-0.000371276985240807,0.00190526905013725,-0.19486853324682,0.845605188608733
32,"(Intercept)",7.89692314904884,0.224056072734678,35.2452984320591,4.47105159560674e-119
32,"tmin",1.02254638785772,0.0159070159660113,64.2827284540739,4.31891210266358e-200
32,"prcp",-0.00195209663982627,0.00212108797834285,-0.920327991935249,0.358014264450393
